new_id,Station_Prox,type,bedrooms,bathrooms,size,other_key_info,bullet_points,station_info,hold_type,short_description,long_description
6010,0.5,Apartment,1.0,1.0,,,1 Bedroom;Parking in Private Car Park;Excellent Decorative Order;Long Lease;Elevator ;Corner Balcony;Close to Shops;Security Entry System,"[(0.5, 'Hackbridge Station', 'svg-nationalrail'), (0.8, 'Carshalton Station', 'svg-nationalrail'), (1.0, 'Mitcham Junction Station', 'svg-nationalrail;svg-tramlink')]",Tenure:  Leasehold,SOLD STC;;svg-camera=17;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"   A modern and beautifully presented 1 bedroom second floor flat in a popular development. The property is close to open spaces, bus routes and shops whilst Hackbridge station is nearby. Features include a large corner balcony, lift access and allocated parking space. No onward chain.  ENTRANCE   HALL      LIVING   ROOM/KITCHEN   AREA   19' 8"" x 14' (5.99m x 4.27m) Max    BALCONY      BEDROOM   11' 7"" x 9' 9"" (3.53m x 2.97m) Plus recess    BATHROOM      ALLOCATED   PARKING   SPACE      Brochures 2 page Portrait B..."
10536,0.4,Town House,4.0,2.0,,,Town House;FOUR DOUBLE BEDROOMS;Two Bathrooms;Close To Transport Links;Good Condition Throughout;Ideal BTL Or HMO Due To Large Room Sizes;Off Street Parking;Close To Several Popular Schools;Extended Dining Area;Quiet Residential Location,"[(0.4, 'Sudbury Hill Station', 'svg-underground'), (0.5, 'Sudbury Hill Harrow Station', 'svg-nationalrail'), (0.6, 'Northolt Park Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=13;;svg-floorplan=1;;Read more,"The Property Purplebricks are happy to introduce this wonderfully spacious, four DOUBLE bedroom, two bathroom, town house to the market in Greenford. The property is laid out over the ground floor and two upper floors. The ground floor comprises of a living room, kitchen, dining area, downstairs shower, while the first floor benefits from two huge double bedrooms and the second floor finishes with a further two double bedrooms and a family bathroom.  The home is presented in good condition throughout and has been extended to the rear, and while the home does benefit from a court-yard style garden, several open green spaces are in close proximity. The property is also close to several popular schools, tube stations, David Lloyd gym, bus services and shopping facilities.  Location Bannister Close is located just off Lilian Board Way and Wood End Gardens, on the borders of Harrow, Greenford, Wembley and Northolt, with an excellent choice for each of their respective local tube and overground services, bus routes and amenities.  The property can easily provide access to Sudbury Hill underground station (Piccadilly Line), Sudbury Hill Harrow station (Overground), South Harrow underground station (Piccadilly Line), Northolt Park Station (Overground) and Northolt underground station (Central Line), all found within 0.5 miles and 1.1 miles from the doorstep, with regular bus service running nearby making it even easier to commute via public transport. The area is also served with a good choice of schools including; Greenwood Primary School, Wood End Academy, Mandeville School, Horsenden Primary School, St George's Primary School, Orley Farm School, The John Lyon School and Rooks Heath College.  A small selection of shops are a stones throw from the property, while a greater choice of amenities can be found in Sudbury Hill, West Way shopping centre in Greenford, South Harrow and Harrow town centre, with David Lloyd Gym just a few minutes walk from the doorstep. Wembley London designer outlet is also within 12-15* minutes drive and benefits from a huge choice of shops and restaurants.  Disclaimer for virtual viewings Some or all information pertaining to this property may have been provided solely by the vendor, and although we always make every effort to verify the information provided to us, we strongly advise you to make further enquiries before continuing. If you book a viewing or make an offer on a property that has had its valuation conducted virtually, you are doing so under the knowledge that this information may have been provided solely by the vendor, and that we may not have been able to access the premises to confirm the information or test any equipment. We therefore strongly advise you to make further enquiries before completing your purchase of the property to ensure you are happy with all the information provided. Brochures Brochure"
4053,0.2,Apartment,1.0,1.0,,,"One bedroom, One Bathroom;Luxurious Apartment - 8th Floor;Galliard’s Glamorous Orchard Wharf Development;Reassignment with Completion Scheduled for Q3 2021;South-Facing Private balcony overlooking River Thames and O2;0.6m from Canning Town Station (Jubilee & DLR);Landscaped Courtyard Gardens and Rooftop Terraces;Concierge Service","[(0.2, 'East India Station', 'svg-dlr'), (0.4, 'Blackwall Station', 'svg-dlr'), (0.5, 'Poplar Station', 'svg-dlr')]",Tenure:  Leasehold,NEW HOME;;SOLD STC;;svg-camera=11;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"This superb one bedroom apartment within this stunning riverside Orchard Wharf development 0.6m from Canning Town Station. Located on the 8th floor within this modern development, property comprises of bright and airy bedroom with fitted wardrobes, contemporary open plan kitchen with fully fitted Smeg appliances, superbly spacious living and dining area which opens into South facing private balcony overlooking river Thames and the O2, luxury bathroom, ample storage and high specification throughout. The development is located on the west bank of the River Lea, on the cusp of the historic East India Docks, 23-storey featuring stepped blocks linked by a two-storey podium at ground level, creating a visually-striking, cascading effect. With plenty of options to relax and socialise with access to a café and retail facility, an outdoor pavilion, courtyard gardens and two recreational areas, as well as landscaped rooftop terraces. A daytime concierge will also be available. The location is highly desirable, being 0.3m from East India DLR and 0.6 miles from Canning Town Station with Jubilee line and DLR the transport links are superb; 7min journey to Canary Wharf, 8min journey to Custom House; Crossrail and less than 13min journey time into Bank."
3487,0.4,Flat,2.0,1.0,704 sq. ft.;(65 sq. m.),,Private balcony to each apartment ;Allocated parking space;Gloss finish white & grey kitchen units;Integrated Zanussi appliances ;Contemporary Roca bathroom suite ;Engineered oak wood flooring to open plan living ;Neutral carpet to bedrooms ;Communal cycle storage  ;12-year NHBC warranty;Designed and built to high specification;Waterloo from Wandsworth Town in under 15 mins;Excellent local amenities and facilities;Full of character and possibilities;Contact Optivo New Homes for more information,"[(0.4, 'Wandsworth Town Station', 'svg-nationalrail'), (0.7, 'Putney Bridge Station', 'svg-underground'), (0.7, 'East Putney Station', 'svg-underground')]",Tenure:  Leasehold,Read more,"Welcome to Waterway | Properties are Available to Move into TODAY ! 
 
 Our show home is open for viewings by appointment.
 
 These remaining remarkable riverside, two bedroom apartments, are available through Shared Ownership with Optivo.
 
 We are DELIGHTED to offer our final (two bed) apartments at a discounted renting price, see price list attached. *Views from Waterway are NOT discounted! 
 
 Plot B406, Flat 406 is a fourth floor, 704 sqft two-bedroom apartment in Block B, complete with private terrace or balcony (3.73 x 2.15m 12'3'' x 7'1'') and a large open plan kitchen/living/dining room with integrated appliances and parking.
 
 Available from £163,125 for a minimum 25% share (£652,500 full market value), Waterway provides the perfect opportunity to get onto the property ladder in one of the most sought-after districts of Southwest London on the banks for the River Thames.
 
 The Costs: 
 Full market value £652,500
 Share 25%
 Share £163,125
 Deposit (min. 5%) £16,313
 Mortgage required £146,813
 Estimated monthly mortgage £858
 Monthly rent £685
 Estimated monthly service charge £226
 Estimated total monthly costs £1,769
 *Costs shown are intended as a guide only and will vary depending on your individual circumstances. See price list or speak to the sales team for full details and supporting information about pricing.
 
 The Area 
 
 These apartments are situated in one of the most sought-after districts of South West London on the banks of the River Thames, where Wandsworth meets Putney. You will be living in an area that's home to a colourful mix of shops and restaurants, bars and boutiques. Local leisure facilities are excellent, and you'll also be near lots of luscious green spaces, from Wandsworth Park to Putney Heath.
 
 At Waterway, you will also enjoy fast transport links to the heart of the city; you can get to Waterloo from Wandsworth Town Station in under 15 minutes, while rail services from East Putney can quickly take you to Victoria. From Wandsworth Riverside, directly next to your new home, you can sail on the Thames Clipper to Westminster, Embankment and London Bridge.
 
 About Shared Ownership 
 
 Now that you have found your dream property you're probably asking, ""is Shared Ownership right for me?"" At Optivo, we know that a new home is one of the biggest purchases you will ever make, and Shared Ownership helps make this a reality.
 
 You'll start by buying a share in your property that's between 25% and 75% of the full value, using a combination of a mortgage and a deposit. You will then pay a subsidised rent on the share you don't buy.
 
 In the future, if your circumstances change and you'd like to, you can purchase more shares in your home, right up to 100%. As your share increases, the rent you pay decreases.
 
 Contact a member of our sales team to discuss your future with us today.
 
 KITCHEN 
 
 Fully fitted kitchen from Symphony
 White gloss units with downlighting
 Symphony slate grey effect worktop
 Integrated appliances from Zanussi to include ceramic hob, electric oven, stainless steel extractor hood, dishwasher, washer/dryer, and fridge/freezer
 
 BATHROOM & ENSUITE* 
 
 Contemporary bathroom suite from Roca
 Heated towel rail
 Grey ceramic tiles, staggered to full height around bath
 Shaver socket
 Fitted mirror
 
 SECURITY & CONNECTIVITY 
 
 Audio visual entry system to each apartment, allowing communication and entry
 Mains powered smoke and heat detectors
 Sky Q and BT sockets to lounge and bedroom (service subject to owners subscription)
 
 FLOORING 
 
 Neutral wool mix carpet to bedrooms
 Engineered oak wood flooring to kitchen, lounge and hallway
 Grey ceramic tiling to bathroom floor
 
 GENERAL  
 
 Balcony or terrace with river views to all apartments
 12-year NHBC warranty
 Built-in wardrobe to master bedroom
 Underfloor heating
 Secure allocated parking
 Cycle storage to ground floor of apartment blocks
 
 *en-suite in specified apartments only
 All homes are unfurnished with whitewashed walls
 
 Brochures Brochure 1"
6754,0.1,,,,,,,,,,
9817,0.4,Maisonette,2.0,1.0,,,Sought after Park Hill area;Two double bedrooms;Spacious living/dining room;Close to East Croydon Station;Garage en bloc ;Keys are held ,"[(0.4, 'Sandilands Tram Stop', 'svg-tramlink'), (0.4, 'Lloyd Park Tram Stop', 'svg-tramlink'), (0.5, 'Lebanon Road Tram Stop', 'svg-tramlink')]",Tenure:  Share of Freehold,svg-camera=1;;svg-floorplan=1;;Read more,LEASE    999 years from 25/3/2001.  SERVICE   CHARGE    £204.62 every 6 months. Review date 1st January each year.  GROUND   RENT    N/A.  TAX   BAND   D    £1384.36 PA.   Brochures S1 - 4 Page Lands...
6758,0.5,Terraced,5.0,3.0,,,Approx. 2000 sq ft of adaptable accommodation;Five bedrooms;Three bath/shower rooms;Stunning ground floor reception room;Large South facing roof terrace with views;Garage and parking;Large kitchen;South facing garden;Sought-after cul-de-sac location,"[(0.5, 'Raynes Park Station', 'svg-nationalrail'), (0.6, 'Wimbledon Chase Station', 'svg-nationalrail'), (0.7, 'Dundonald Road Tram Stop', 'svg-tramlink')]",Tenure:  Freehold,Read more,"Fabulous five bedroom, three bathroom modern style house which has spectacular views offering well updated spacious and adaptable accommodation. This property is located in an enviable position at the end of Lansdowne Close being sought-after cul-de-sac comprising of only a few prestigious homes.  This house has a garage, parking and as well as its own garden, has a large South facing roof terrace that has far reaching views towards Surrey downs. One of the main features of this property is its massive ground floor living room which with high ceilings has doors and aspect over South facing garden. With three bath/shower rooms, further reception, and large kitchen.  This house is well worth a viewing. Nearby to the property is Wimbledon Common, West Wimbledon and Wimbledon’s many amenities while Wimbledon offers the commuter station, underground, Thames Link and Tram. The shopping facilities of Kingston and Wimbledon are close by.      IMPORTANT NOTE TO PURCHASERS:  We endeavour to make our sales particulars accurate and reliable, however, they do not constitute or form part of an offer or any contract and none is to be relied upon as statements of representation or fact. Any services, systems and appliances listed in this specification have not been tested by us and no guarantee as to their operating ability or efficiency is given. All measurements have been taken as a guide to prospective buyers only, and are not precise. Please be advised that some of the particulars may be awaiting vendor approval. If you require clarification or further information on any points, please contact us, especially if you are traveling some distance to view. Fixtures and fittings other than those mentioned are to be agreed with the seller.   HRP220254/"
9966,0.2,Flat,1.0,1.0,,,Double Bedroom;Reception Room;Eat-In Kitchen;Patio Garden;597 Sq.Ft/55.4 Sq.M;Leasehold,"[(0.2, 'Lancaster Gate Station', 'svg-underground'), (0.4, 'Paddington Station', 'svg-nationalrail;svg-underground'), (0.4, 'Bayswater Station', 'svg-underground')]",Tenure:  Leasehold,svg-camera=5;;svg-floorplan=1;;Read more,"A charming one bedroom apartment arranged over the ground and lower floors with a private patio garden. The lower ground floor has the reception room, eat-in kitchen and access to patio. Craven Terrace is a popular location, within 150 yards to Hyde Park and close to  Lancaster Gate and Bayswater stations and many local shops. Within five hundred yards to Paddington Train Stations and Crossrail which is due to open 2022. Brochures Brochure 1"
3816,0.4,Semi-Detached,3.0,1.0,,,Three bedrooms;Additional study/bedroom;Utility/conservatory;Semi-detached 1930's ;Large driveway ;Stunning kitchen/diner;Great school catchment;EPC Rating: E,"[(0.4, 'Grove Park Station', 'svg-nationalrail'), (0.8, 'Sundridge Park Station', 'svg-nationalrail'), (1.1, 'Elmstead Woods Station', 'svg-nationalrail')]",,svg-camera=16;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"This gorgeous three bedroom family home has an additional bedroom/study on the ground floor, a stunning modern kitchen/diner, utility/conservatory and a luxury family bathroom. Located within catchment of fantastic schools, Grove Park station and great local shops. Brochures Full Details"
8649,0.6,Semi-Detached,3.0,2.0,,,,"[(0.6, 'Hackbridge Station', 'svg-nationalrail'), (0.7, 'Carshalton Station', 'svg-nationalrail'), (1.1, 'Mitcham Junction Station', 'svg-nationalrail;svg-tramlink')]",,svg-camera=17;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"Watch the walk through video tour!  An extremely well presented three bedroom semi detached house which has been renovated and extended by the present owner to include rear and side extension making a large family living area divided into zones for dining, watching TV or just chilling by the log burner.  The large modern kitchen complete with Quartz work surfaces and centre island is an ideal workspace for any cook with lovely views over the larger than average garden and there is even a spacious downstairs shower room/WC. Upstairs there are three well decorated bedrooms, two of which have modern fitted wardrobes and there is also a luxury bathroom with modern fittings including a remote controlled shower.  Most of the house has been insulated which helps with the energy bills and the loft is boarded and insulated but also has the added benefit of having had all utilities ie; hot and cold water, heating and electric connected in preparation for any loft conversion, thus avoiding much disruption to the rest of the house should this be required. The property also has an abundance of sockets and lights including wired in and remote controlled lamps in many rooms. Accommodation  - UPVC double glazed leaded light front door to… Entrance Hall Two UPVC double glazed leaded light windows either side of front door, wooden flooring, LED ceiling downlights, built-in under stairs storage housing gas and electric meters, further large built-in large cupboards for extra storage as well as extra cupboards for utility area with space and plumbing for washing machine and tumble dryer and gas central heating boiler above, radiator. Main Open Plan Living Area Wooden flooring throughout (with the rear part of the room having underfloor heating) and LED ceiling downlights. Dining Area UPVC double glazed bay window to front aspect.  This room could be divided off from the rest of the main room to create a separate reception or bedroom.  Middle Section Snug Area Fireplace with log burning stove and granite hearth with wooden mantle above. Lounge area UPVC double glazed bifold doors to garden, wooden flooring with underfloor heating, two ceiling downlights, wall mounted TV point, two open plan style doorways to… Kitchen Quartz work surfaces with modern high gloss drawers and cupboards below as well as tall larder units, American style fridge with matching built in high gloss units around, two integrated ovens, integrated Neff electric hob with glass and stainless steel cooker hood above with quartz splashback and up stands, 1 1/2 bowl ceramic under sink with modern chrome chef style mixer tap, cupboard with space and plumbing for dishwasher behind, space for three wine cooling fridges (can be included), ceramic tiled flooring with underfloor heating, LED ceiling downlights, UPVC double glazed window to rear aspect and matching door to side. Door to  Downstairs Shower Room/WC Modern white suite comprising tiled shower enclosure with chrome shower fittings, wash hand basin with modern chrome mixer tap and drawers below, illuminated heated mirror above , low-level WC with concealed cistern and pushbutton flush, chrome radiator/towel rail, part tiled walls with feature border design, LED ceiling downlights, tiled flooring with underfloor heating, extractor fan. Stairs to First Floor Landing Access to loft which is boarded and insulated.  There is also hot and cold water feeds as well as electrics and central heating pipework to the loft in preparation for a loft conversion. Ceiling downlights. Bedroom one Range of built-in modern wardrobes and bridging units with matching bedside cabinets, UPVC double glazed bay window to front, aspect, LED ceiling downlights, radiator. Bedroom two Wall of modern built-in wardrobes, UPVC double glazed window to rear aspect, LED ceiling downlights, radiator. Bedroom three UPVC double glazed window to front aspect, LED ceiling downlights, low cupboard housing CCTV equipment, radiator. Bathroom Luxury modern bathroom comprising tile enclosed bath with chrome shower fittings and extra remote control operation, glass shower screen, wash hand basin with modern chrome mixer tap and cupboard below illuminated mirror above, low-level WC with concealed cistern and pushbutton flush, vanity shelf area with cupboards below, chrome radiator/towel rail, tiled walls and flooring with underfloor heating, UPVC double glazed window to rear aspect, LED ceiling downlights, extractor fan. Garden Irregular shape garden wider than average approximately 60‘ x 40‘with large patio area and side access as well as rear, mainly laid to lawn with mature well maintained flower and shrub borders, garden shed, multiple outside lights and sockets, further patio area leading to large insulated brick built workshop/office. Outbuilding Brick built insulated workshop which could easily become a home office or gym, ample power and light. Driveway providing off street parking for several cars, outside sockets. The vendor has informed us the boiler is approximately one year old and all electrics and heating were renewed within the last 10 years. Front Brochures Lime Close, Carshalton Brochure"
6169,0.3,Apartment,1.0,1.0,,,Spacious one bedroom apartment;Excellent transport links;Communal gardens;Quiet residential road,"[(0.3, 'Stockwell Station', 'svg-underground'), (0.5, 'Oval Station', 'svg-underground'), (0.7, 'Nine Elms Station', 'svg-underground')]",Tenure:  Leasehold,UNDER OFFER;;svg-camera=6;;svg-floorplan=1;;Read more,"This spacious flat is presented in good order and is full of natural light throughout. Upon entering the property, you are met with a fantastic feeling of space. There is a hallway with doors leading through to all principal rooms and lots of storage available. There is an open-plan kitchen living area that is the perfect space for everyday living and entertaining. The kitchen itself has been well thought through with a range of wall and base units and modern integrated appliances. There is also space for a dining table. There is a large double bedroom, and a modern bathroom that completes the accommodation. The property also benefits from access to a shared communal garden.  Located on Hillyard Street, the apartment is ideally positioned. Nestled between Clapham Road & Brixton Road, the shops, bars, and restaurants on offer here are just a short walk away. Transport links are also excellent with both Oval Station and Stockwell station offering Victoria and Northern Line services. The open space of Kennington Park is also close by, as is the ever-popular weekend farmers market located opposite Oval Station in the grounds of St Mark’s church. Council Tax Band - B Brochures Particulars"
9356,0.4,Maisonette,2.0,1.0,,,Ground Floor Maisonette;Two/Three Bedroom;Share of Freehold;Recently Renovated;Private Rear Garden;Outbuilding,"[(0.4, 'Southall Station', 'svg-nationalrail'), (1.7, 'Hayes & Harlington Station', 'svg-nationalrail'), (2.0, 'Hanwell Station', 'svg-nationalrail')]",,svg-camera=9;;svg-floorplan=1;;Read more,"Brian Cox and Company are pleased to bring to the market this beautifully presented ground floor, two bedroom maisonette with its own private rear garden. The property has been beautifully modernised and briefly consists of two double bedrooms, fitted kitchen, shower room. Further benefits include gas central heating, double glazed, private rear garden with outbuilding. Don't miss out and call to arrange a viewing now!!! Brochures Property Brochure Full Details"
10834,0.0,Flat,1.0,1.0,,,One Double Bedroom;Modern Bathroom;Bay Fronted Living Room;Modern Kitchen;EPC Rating D;Barnes Bridge Station;Excellent Local Schools;Attractive Mansion Block Apartment;Council Tax Band D = £2022;Share of Freehold,"[(0.0, 'Barnes Bridge Station', 'svg-nationalrail'), (0.6, 'Barnes Station', 'svg-nationalrail'), (0.7, 'Mortlake Station', 'svg-nationalrail')]",,svg-camera=9;;svg-floorplan=1;;Read more,"A beautifully presented one-bedroom apartment neatly positioned opposite the River Thames and close to Barnes Bridge. Located on the ground floor of this highly regarded and attractive Edwardian mansion block, the accommodation comprises a spacious entrance hall, a well-appointed kitchen, a modern, light bathroom with a shower over the bath, a large double bedroom with attractive bay window and a charming bay fronted reception room that leads from the kitchen. The property is enhanced by wooden flooring and other period features including high ceilings and sash windows. The flat further benefits from ample storage throughout, a long lease and a share of the freehold. This property also has the option for all the furniture to be included. The Edwardian estate as a whole enjoys on-site porterage, CCTV security, airy communal halls and stairwells, communal gardens and bike storage, along with a strong residents' association and comprehensive website   - Elm Bank Mansions is located moments from the amenities of Barnes Village and White Hart Lane. For the commuter Barnes Bridge station is a short walk away, while close proximity of both the M3 and M4 motorways makes access to the South and West very easy. Share of Freehold - 989 years remaining - Council Tax Band D = £2022 Brochures The Terrace, Barnes, SW13"
11194,0.2,Terraced,4.0,2.0,"1,354 sq. ft.;(126 sq. m.)",,"Luxurious 4 bedroom townhouse;High quality recent development;Immaculately presented throughout;Open-plan reception/kitchen with bi-fold doors to garden;Loft bedroom with ample natural light, complete with en suite and storage;1 parking space to the front (potential for 2) with visitor parking on site;Close to the station and amenities on East Barnet Road;Fabulous location moments from Victoria Recreation Ground","[(0.2, 'New Barnet Station', 'svg-nationalrail'), (0.9, 'Oakleigh Park Station', 'svg-nationalrail'), (1.0, 'Cockfosters Station', 'svg-underground')]",,svg-camera=14;;svg-virtual-tour=1;;svg-floorplan=2;;Read more,"This wonderful contemporary townhouse is arranged over 3 floors and benefits from stunning open-plan living space with bi-fold doors to garden. The property is well-placed for the amenities in East Barnet, with the wonderful Victoria Recreation Ground just a stone's throw away. New Barnet train station is also easily accessible. Brochures Property details Super sized images"
8246,0.4,Flat,2.0,1.0,,,Excellent Condition Throughout;Large Communal Garden;Two Bedrooms;Bright and Spacious;Separate Kitchen,"[(0.4, 'Westcombe Park Station', 'svg-nationalrail'), (0.6, 'Charlton Station', 'svg-nationalrail'), (1.0, 'Maze Hill Station', 'svg-nationalrail')]",,svg-camera=15;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"Truepenny's are pleased to present this wonderful two-bedroom conversion flat located on the ground floor of this stunning Victorian building with direct access to a well maintained communal garden. The property benefits from high ceilings throughout with accommodation comprising;  two good size bedrooms (one with built in cupboard), bathroom with roll-top bath and separate WC,  a welcoming and spacious living room with access to the garden, separate fitted kitchen and generous hallway with additional storage cupboard. Conveniently positioned within walking distance to Blackheath Royal Standard for its shops and independent cafes. Both Westcombe Park and Charlton mainline stations are within easy reach which offer frequent trains to London Bridge and Cannon Street. There are further bus links in to North Greenwich, Greenwich and Blackheath for Jubilee Line, DLR and trains to Waterloo and Charing Cross.   INFORMATION AND SERVICES:   Tenure: Leasehold  Service charges: £1800 per year including ground rent    Council Tax Band:C   LOCAL AUTHORITIES: Royal Borough of Greenwich   Services: Mains water and gas, electricity.   Fixtures & Fittings: Curtains, fixtures and fittings not mentioned in these particulars are not included. Various items may be available by separate negotiation. Viewing: By appointment via Truepenny-s. Truepenny-s Property Consultants Ltd. for themselves and for the owner of this property for whom we act as agents, give notice of the following: (1) these particulars do not constitute any part of an offer or contract, (2) all statements contained within these particulars are made without responsibility on the part of the Landlord or Truepenny-s Property Consultants Ltd., (3) none of the statements contained within these particulars are to be relied upon as a statement of representation or fact, (4) any intending tenant must satisfy him/herself by inspection or otherwise as to the correctness of each of the statements contained within these particulars, (5) the landlord does not make or give either Truepenny-s Property Consultants or any person in their employment any authority to make or give representation or warranty whatsoever in relation to this property."
10996,0.5,Flat,2.0,1.0,,,RECEPTION ROOM - 11'9 x 16'11;BEDROOM ONE - 13'11 x 9'8;KITCHEN - 10'2 x 8'3;BEDROOM 2 - 9'11 x 6'7;BATHROOM - 5'4 x 6'5;GARAGE EN BLOCK;LONG LEASE;COMMUNAL GARDENS,"[(0.5, 'Gordon Hill Station', 'svg-nationalrail'), (0.8, 'Enfield Chase Station', 'svg-nationalrail'), (1.2, 'Grange Park Station', 'svg-nationalrail')]",,svg-camera=8;;svg-floorplan=1;;Read more,"*OPEN DAY SATURDAY 2ND JULY VIEWING BY APPOINTMENT ONLY* Introducing this stylish and trendy first floor two bedroom apartment with Juliet balconies and a garage en bloc situated in the quiet cul-de-sac of Crofton Way offered on a 143 year lease. The property features Amtico wood flooring throughout and has a 16ft reception room with Juliet balcony overlooking the well maintained communal gardens, modern fitted kitchen that contains a Bosch double oven and a butler sink, luxury tilled bathroom with rainfall shower and two bedrooms (one double) This is an ideal property for first time buyers, buy to let investors and downsizers. Further benefits include newly installed double-glazed windows with a 7 year FENSA guarantee and the apartment overlooks a small wooded area which is resident to the local Muntjac Deer. The property is a stones throw away from Chase Farm hospital and Enfield town centre which has a host of shops and amenities and close to Enfield Town Train Station.  Service charge: circa. £2000 Lease remaining: 143 years EPC Rating: D Council Tax Band: D Brochures Crofton Way, Enfield Brochure"
7171,0.2,Terraced,2.0,1.0,,,Two bedroom mid terraced house;Allocated parking to rear;Double glazing and gas central heating;First floor Bathroom;Chain Fee,"[(0.2, 'Beckton Park Station', 'svg-dlr'), (0.3, 'Royal Albert Station', 'svg-dlr'), (0.5, 'Beckton Station', 'svg-dlr')]",,svg-camera=13;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"Guide Price: £375,000 to £400,000 F/H Please be aware this is a sale by tender property and the prospective purchaser will have to pay and Introduction Fee to Aston Fox. Viewings are by appointment ONLY and at each individual viewing, we will supply PPE equipment and temperature checks. Lovely, Quiet Cul de sac Location ! Located on this quiet turning in Beckton is this well presented 2 bedroom terraced House which is an ideal first time purchase or investment with a rental figure of around £1500pcm. The property which has been modernised by its current owners, boasts of a large lounge, Fitted kitchen, and then to the first floor there the family bathroom and two good size double bedrooms. Externally the property has a rear garden ideal in the summer months as it receives the sunshine the whole day through and is a great space children to play safely this has been fully decked to create a modern and easily maintained space. The transport links are excellent in the area with Beckton and Royal Albert DLR Station only a few minutes walk away and giving access to Canary Wharf and Central London. Buses are also really good throughout Beckton and give access to the whole of Newham. City Airport is also close by and can give access to Europe and Beyond. Schools are good in the area with both primary and secondary schools near by. This great property will sell quick so call now to view! Reception Room 19' 1"" x 11' 11"" (5.82m x 3.63m) Kitchen 11' 0"" x 7' 1"" (3.35m x 2.16m) Garden 24' 7"" (7.49m) 1st Floor Bedroom One 11' 11"" x 9' 2"" (3.63m x 2.79m) Bedroom Two 10' 8"" x 9' 9"" (3.25m x 2.97m) Bathroom 6' 2"" x 5' 8"" (1.88m x 1.73m) Brochures Brochure 1"
7163,0.4,Flat,2.0,,"996 sq. ft.;(93 sq. m.);TENURE;Share of Freehold;Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.;Read more;about ;tenure; in our glossary page.",,"1st Floor flat set in a charming house with refurbishment potential;Bright and welcoming reception;Cosy dining room;Separate kitchen with smart appliances and space to dine;2 Double bedrooms, 2nd offering a feature wall;Well-presented bathroom with chic tiling;Additional built-in storage available;2 Delightful gardens, rear with seating space","[(0.4, 'Loughborough Junction Station', 'svg-nationalrail'), (0.5, 'Brixton Station', 'svg-nationalrail'), (0.6, 'Brixton Underground Station', 'svg-underground')]",,UNDER OFFER;;svg-camera=8;;svg-virtual-tour=1;;svg-floorplan=2;;Read more,"Set in a sought-after neighbourhood, this 2 bedroom flat offers comfortable living near green parks and Brixton Village Market. It presents modern interiors, 2 gardens, and excellent potential for refurbishment. Fiveways Road is superbly located, moments from the fabulous Max Roach Park and Myatt's Fields Park. Choice schools and amenities including Brixton Market are nearby, while Brixton and Loughborough Junction stations are accessible. Brochures Property details Super sized images"
7147,0.1,Flat,2.0,1.0,,,Two Bedrooms;Fourth Floor;Lift-Access;Separate Kitchen/Reception;Art-Deco (1930's) Building;Portered Block,"[(0.1, 'Stamford Brook Station', 'svg-underground'), (0.4, 'Ravenscourt Park Station', 'svg-underground'), (0.5, 'Turnham Green Station', 'svg-underground')]",Tenure:  Leasehold,svg-camera=5;;svg-floorplan=1;;Read more,"An excellently presented, fourth floor, two bedroom apartment located within a highly sought-after art-deco (1930's) block near Ravenscourt Park. This fantastic apartment benefits from a duel-aspect large separate reception room that has been recently redecorated by the current owners, two double bedrooms with plenty of natural light and a modern, separate kitchen complete with fitted appliances. The flat also retains many features of the period including an attractive cast iron radiator in the reception room. The development benefits from off-street parking, a porter and heating & hot water being included in the service charge. The flat is offered to the market with no onward chain and the block has use of two lifts within the building. Stamford Court sits on the borders of Hammersmith and Chiswick with Ravenscourt Park, the River Thames and Chiswick High Road close by. There is easy access to central London via the A4, and via the M4 for Heathrow Airport. Stamford Brook Underground station (District line) is on the opposite side of the road. Brochures Brochure 1"
